Entity,Code,Year,Share of the population using safely managed drinking water services
Serbia,SRB,2011,74.77184
Serbia,SRB,2012,74.79855
Serbia,SRB,2013,74.82105
Serbia,SRB,2014,74.84368
Serbia,SRB,2015,74.86615
Serbia,SRB,2016,74.888756
Serbia,SRB,2017,74.91404
Serbia,SRB,2018,74.94201
Serbia,SRB,2019,74.97264
Serbia,SRB,2020,75.00594
Serbia,SRB,2021,75.042076
Serbia,SRB,2022,75.07525
Sierra Leone,SLE,2000,5.193293
Sierra Leone,SLE,2001,5.3065777
Sierra Leone,SLE,2002,5.4876246
Sierra Leone,SLE,2003,5.674207
Sierra Leone,SLE,2004,5.8662515
Sierra Leone,SLE,2005,6.069888
Sierra Leone,SLE,2006,6.2832136
Sierra Leone,SLE,2007,6.5013094
Sierra Leone,SLE,2008,6.7240515
Sierra Leone,SLE,2009,6.9512444
Sierra Leone,SLE,2010,7.1827683
Sierra Leone,SLE,2011,7.418571
Sierra Leone,SLE,2012,7.658525
Sierra Leone,SLE,2013,7.9023767
Sierra Leone,SLE,2014,8.150132
Sierra Leone,SLE,2015,8.401603
Sierra Leone,SLE,2016,8.65672
Sierra Leone,SLE,2017,8.915711
Sierra Leone,SLE,2018,9.178475
Sierra Leone,SLE,2019,9.444749
Sierra Leone,SLE,2020,9.7143135
Sierra Leone,SLE,2021,9.986945
Sierra Leone,SLE,2022,10.262419
Singapore,SGP,2000,100
Singapore,SGP,2001,100
Singapore,SGP,2002,100
Singapore,SGP,2003,100
Singapore,SGP,2004,100
Singapore,SGP,2005,100
Singapore,SGP,2006,100
Singapore,SGP,2007,100
Singapore,SGP,2008,100
Singapore,SGP,2009,100
Singapore,SGP,2010,100
Singapore,SGP,2011,100
Singapore,SGP,2012,100
Singapore,SGP,2013,100
Singapore,SGP,2014,100
Singapore,SGP,2015,100
Singapore,SGP,2016,100
Singapore,SGP,2017,100
Singapore,SGP,2018,100
Singapore,SGP,2019,100
Singapore,SGP,2020,100
Singapore,SGP,2021,100
Singapore,SGP,2022,100
Slovakia,SVK,2000,92.17964
Slovakia,SVK,2001,92.177986
Slovakia,SVK,2002,92.813324
Slovakia,SVK,2003,93.44967
Slovakia,SVK,2004,94.08702
Slovakia,SVK,2005,94.72538
Slovakia,SVK,2006,95.36474
Slovakia,SVK,2007,96.005104
Slovakia,SVK,2008,96.64649
Slovakia,SVK,2009,97.28888
Slovakia,SVK,2010,97.93309
Slovakia,SVK,2011,98.57904
Slovakia,SVK,2012,98.82872
Slovakia,SVK,2013,98.86433
Slovakia,SVK,2014,98.899925
Slovakia,SVK,2015,98.93553
Slovakia,SVK,2016,98.97113
Slovakia,SVK,2017,99.00673
Slovakia,SVK,2018,99.04233
Slovakia,SVK,2019,99.07793
Slovakia,SVK,2020,99.11353
Slovakia,SVK,2021,99.14913
Slovakia,SVK,2022,99.18473
Slovenia,SVN,2000,91.10523
Slovenia,SVN,2001,91.10523
Slovenia,SVN,2002,91.10523
Slovenia,SVN,2003,91.10523
Slovenia,SVN,2004,91.10523
Slovenia,SVN,2005,91.10523
Slovenia,SVN,2006,91.10523
Slovenia,SVN,2007,91.10523
Slovenia,SVN,2008,91.10523
Slovenia,SVN,2009,91.10523
Slovenia,SVN,2010,91.78527
Slovenia,SVN,2011,92.46532
Slovenia,SVN,2012,93.14536
Slovenia,SVN,2013,93.8254
Slovenia,SVN,2014,94.50545
Slovenia,SVN,2015,95.18549
Slovenia,SVN,2016,95.86553
Slovenia,SVN,2017,96.54558
Slovenia,SVN,2018,97.225624
Slovenia,SVN,2019,97.90566
Slovenia,SVN,2020,98.27432
Slovenia,SVN,2021,98.27432
Slovenia,SVN,2022,98.27432
Small Island Developing States,,2000,54.854286
Small Island Developing States,,2001,55.267982
Small Island Developing States,,2002,54.77271
Small Island Developing States,,2003,54.75212
Small Island Developing States,,2004,54.702423
Small Island Developing States,,2005,54.745117
Small Island Developing States,,2006,54.852657
Small Island Developing States,,2007,54.991947
Small Island Developing States,,2008,55.132423
Small Island Developing States,,2009,55.290924
Small Island Developing States,,2010,55.42841
Small Island Developing States,,2011,55.531807
Small Island Developing States,,2012,55.613556
Small Island Developing States,,2013,55.703907
Small Island Developing States,,2014,55.782352
Small Island Developing States,,2015,55.844677
Small Island Developing States,,2016,55.919083
Small Island Developing States,,2017,55.960354
Small Island Developing States,,2018,55.86433
Small Island Developing States,,2019,55.978695
Small Island Developing States,,2020,55.986176
Small Island Developing States,,2021,55.91618
Small Island Developing States,,2022,55.993107
South Korea,KOR,2002,97.10565
South Korea,KOR,2003,97.10565
South Korea,KOR,2004,97.10565
South Korea,KOR,2005,97.10565
South Korea,KOR,2006,97.10565
South Korea,KOR,2007,97.27112
South Korea,KOR,2008,97.43673
South Korea,KOR,2009,97.60248
South Korea,KOR,2010,97.76837
South Korea,KOR,2011,97.9344
South Korea,KOR,2012,98.10057
South Korea,KOR,2013,98.266884
South Korea,KOR,2014,98.43334
South Korea,KOR,2015,98.583755
South Korea,KOR,2016,98.692696
South Korea,KOR,2017,98.80168
South Korea,KOR,2018,98.91071
South Korea,KOR,2019,99.01979
South Korea,KOR,2020,99.128914
South Korea,KOR,2021,99.21022
South Korea,KOR,2022,99.28012
Spain,ESP,2000,99.352005
Spain,ESP,2001,99.35277
Spain,ESP,2002,99.38708
Spain,ESP,2003,99.42211
Spain,ESP,2004,99.45735
Spain,ESP,2005,99.49275
Spain,ESP,2006,99.52834
Spain,ESP,2007,99.564125
Spain,ESP,2008,99.60008
Spain,ESP,2009,99.60359
Spain,ESP,2010,99.60647
Spain,ESP,2011,99.60933
Spain,ESP,2012,99.59834
Spain,ESP,2013,99.57172
Spain,ESP,2014,99.54494
Spain,ESP,2015,99.547646
Spain,ESP,2016,99.55037
Spain,ESP,2017,99.553116
Spain,ESP,2018,99.55588
Spain,ESP,2019,99.55868
Spain,ESP,2020,99.56148
Spain,ESP,2021,99.56429
Spain,ESP,2022,99.56715
Sri Lanka,LKA,2000,44.6906
Sri Lanka,LKA,2001,44.820007
Sri Lanka,LKA,2002,44.948925
Sri Lanka,LKA,2003,45.078354
Sri Lanka,LKA,2004,45.207798
Sri Lanka,LKA,2005,45.336754
Sri Lanka,LKA,2006,45.526264
Sri Lanka,LKA,2007,45.715332
Sri Lanka,LKA,2008,45.904957
Sri Lanka,LKA,2009,46.094643
Sri Lanka,LKA,2010,46.283875
Sri Lanka,LKA,2011,46.47367
Sri Lanka,LKA,2012,46.66353
Sri Lanka,LKA,2013,46.86228
Sri Lanka,LKA,2014,47.0706
Sri Lanka,LKA,2015,47.288647
Sri Lanka,LKA,2016,47.516056
Sri Lanka,LKA,2017,47.753513
Sri Lanka,LKA,2018,48.00171
Sri Lanka,LKA,2019,47.82529
Sri Lanka,LKA,2020,47.591423
Sri Lanka,LKA,2021,47.3593
Sri Lanka,LKA,2022,47.127533
Sub-Saharan Africa (SDG),,2000,16.889923
Sub-Saharan Africa (SDG),,2001,17.209135
Sub-Saharan Africa (SDG),,2002,17.69097
Sub-Saharan Africa (SDG),,2003,18.189215
Sub-Saharan Africa (SDG),,2004,18.749063
Sub-Saharan Africa (SDG),,2005,19.324263
Sub-Saharan Africa (SDG),,2006,19.94405
Sub-Saharan Africa (SDG),,2007,20.593576
Sub-Saharan Africa (SDG),,2008,21.305456
Sub-Saharan Africa (SDG),,2009,22.044271
Sub-Saharan Africa (SDG),,2010,22.813406
Sub-Saharan Africa (SDG),,2011,23.360203
Sub-Saharan Africa (SDG),,2012,24.177612
Sub-Saharan Africa (SDG),,2013,25.02135
Sub-Saharan Africa (SDG),,2014,25.905022
Sub-Saharan Africa (SDG),,2015,26.830233
Sub-Saharan Africa (SDG),,2016,27.75012
Sub-Saharan Africa (SDG),,2017,28.65597
Sub-Saharan Africa (SDG),,2018,29.239088
Sub-Saharan Africa (SDG),,2019,29.821966
Sub-Saharan Africa (SDG),,2020,30.37254
Sub-Saharan Africa (SDG),,2021,30.926052
Sub-Saharan Africa (SDG),,2022,31.34643
Suriname,SUR,2000,51.580395
Suriname,SUR,2001,51.815754
Suriname,SUR,2002,52.05073
Suriname,SUR,2003,52.284714
Suriname,SUR,2004,52.51801
Suriname,SUR,2005,52.712658
Suriname,SUR,2006,52.90432
Suriname,SUR,2007,53.096325
Suriname,SUR,2008,53.28897
Suriname,SUR,2009,53.482536
Suriname,SUR,2010,53.676456
Suriname,SUR,2011,53.871014
Suriname,SUR,2012,54.06621
Suriname,SUR,2013,54.262047
Suriname,SUR,2014,54.462845
Suriname,SUR,2015,54.668613
Suriname,SUR,2016,54.878857
Suriname,SUR,2017,55.09333
Suriname,SUR,2018,55.312035
Suriname,SUR,2019,55.534252
Suriname,SUR,2020,55.760433
Suriname,SUR,2021,55.776257
Suriname,SUR,2022,55.79615
Sweden,SWE,2000,99.3919
Sweden,SWE,2001,99.40435
Sweden,SWE,2002,99.41695
Sweden,SWE,2003,99.42949
Sweden,SWE,2004,99.44196
Sweden,SWE,2005,99.45436
Sweden,SWE,2006,99.467155
Sweden,SWE,2007,99.48026
Sweden,SWE,2008,99.4932
Sweden,SWE,2009,99.505974
Sweden,SWE,2010,99.52669
Sweden,SWE,2011,99.54783
Sweden,SWE,2012,99.56925
Sweden,SWE,2013,99.59031
Sweden,SWE,2014,99.61101
Sweden,SWE,2015,99.631386
Sweden,SWE,2016,99.65143
Sweden,SWE,2017,99.67114
Sweden,SWE,2018,99.69054
Sweden,SWE,2019,99.70961
Sweden,SWE,2020,99.72807
Sweden,SWE,2021,99.73845
Sweden,SWE,2022,99.73888
Switzerland,CHE,2000,96.7
Switzerland,CHE,2001,96.700005
Switzerland,CHE,2002,96.7
Switzerland,CHE,2003,96.700005
Switzerland,CHE,2004,96.7
Switzerland,CHE,2005,96.7
Switzerland,CHE,2006,96.700005
Switzerland,CHE,2007,96.7
Switzerland,CHE,2008,96.7
Switzerland,CHE,2009,96.7
Switzerland,CHE,2010,96.7
Switzerland,CHE,2011,96.7
Switzerland,CHE,2012,96.7
Switzerland,CHE,2013,96.7
Switzerland,CHE,2014,96.7
Switzerland,CHE,2015,96.7
Switzerland,CHE,2016,96.700005
Switzerland,CHE,2017,96.7
Switzerland,CHE,2018,96.700005
Switzerland,CHE,2019,96.7
Switzerland,CHE,2020,96.7
Switzerland,CHE,2021,96.7
Switzerland,CHE,2022,96.700005
Tajikistan,TJK,2000,35.99046
Tajikistan,TJK,2001,37.02204
Tajikistan,TJK,2002,38.07823
Tajikistan,TJK,2003,39.15903
Tajikistan,TJK,2004,40.263874
Tajikistan,TJK,2005,41.393894
Tajikistan,TJK,2006,42.548515
Tajikistan,TJK,2007,43.72774
Tajikistan,TJK,2008,44.931564
Tajikistan,TJK,2009,46.159985
Tajikistan,TJK,2010,47.413002
Tajikistan,TJK,2011,48.52485
Tajikistan,TJK,2012,49.36804
Tajikistan,TJK,2013,50.209576
Tajikistan,TJK,2014,51.049465
Tajikistan,TJK,2015,51.88727
Tajikistan,TJK,2016,52.722847
Tajikistan,TJK,2017,53.555912
Tajikistan,TJK,2018,54.38607
Tajikistan,TJK,2019,55.21331
Tajikistan,TJK,2020,55.236866
Tajikistan,TJK,2021,55.26317
Tajikistan,TJK,2022,55.2921
Tanzania,TZA,2000,1.4304467
Tanzania,TZA,2001,1.4734219
Tanzania,TZA,2002,1.5173562
Tanzania,TZA,2003,1.575071
Tanzania,TZA,2004,2.2779095
Tanzania,TZA,2005,3.0322132
Tanzania,TZA,2006,3.840234
Tanzania,TZA,2007,5.4745736
Tanzania,TZA,2008,7.010434
Tanzania,TZA,2009,7.4836664
Tanzania,TZA,2010,7.7577424
Tanzania,TZA,2011,8.03602
Tanzania,TZA,2012,8.318959
Tanzania,TZA,2013,8.605993
Tanzania,TZA,2014,8.896538
Tanzania,TZA,2015,9.190618
Tanzania,TZA,2016,9.487834
Tanzania,TZA,2017,9.788418
Tanzania,TZA,2018,10.092174
Tanzania,TZA,2019,10.398679
Tanzania,TZA,2020,10.708383
Tanzania,TZA,2021,11.020632
Tanzania,TZA,2022,11.335652
Togo,TGO,2000,7.4459686
Togo,TGO,2001,7.565112
Togo,TGO,2002,7.6856384
Togo,TGO,2003,7.807324
Togo,TGO,2004,7.9301753
Togo,TGO,2005,8.0539665
Togo,TGO,2006,8.178931
Togo,TGO,2007,8.305075
Togo,TGO,2008,8.432631
Togo,TGO,2009,8.560682
Togo,TGO,2010,8.690156
Togo,TGO,2011,13.099692
Togo,TGO,2012,15.1638365
Togo,TGO,2013,15.604844
Togo,TGO,2014,16.050573
Togo,TGO,2015,16.501093
Togo,TGO,2016,16.957457
Togo,TGO,2017,17.419529
Togo,TGO,2018,17.88741
Togo,TGO,2019,18.361204
Togo,TGO,2020,18.841017
Togo,TGO,2021,19.129435
Togo,TGO,2022,19.417791
Tonga,TON,2000,29.241148
Tonga,TON,2001,29.248959
Tonga,TON,2002,29.256502
Tonga,TON,2003,29.264315
Tonga,TON,2004,29.272127
Tonga,TON,2005,29.293966
Tonga,TON,2006,29.316097
Tonga,TON,2007,29.34204
Tonga,TON,2008,29.370996
Tonga,TON,2009,29.399992
Tonga,TON,2010,29.429035
Tonga,TON,2011,29.458118
Tonga,TON,2012,29.470346
Tonga,TON,2013,29.470287
Tonga,TON,2014,29.469913
Tonga,TON,2015,29.46977
Tonga,TON,2016,29.469585
Tonga,TON,2017,29.46936
Tonga,TON,2018,29.473215
Tonga,TON,2019,29.480894
Tonga,TON,2020,29.492964
Tonga,TON,2021,29.508621
Tonga,TON,2022,29.528702
Tunisia,TUN,2000,71.81362
Tunisia,TUN,2001,72.11097
Tunisia,TUN,2002,72.404655
Tunisia,TUN,2003,72.695
Tunisia,TUN,2004,72.97705
Tunisia,TUN,2005,73.23371
Tunisia,TUN,2006,73.4881
Tunisia,TUN,2007,73.739655
Tunisia,TUN,2008,73.98867
Tunisia,TUN,2009,74.23517
Tunisia,TUN,2010,74.47888
Tunisia,TUN,2011,74.720375
Tunisia,TUN,2012,75.14003
Tunisia,TUN,2013,75.556335
Tunisia,TUN,2014,75.97002
Tunisia,TUN,2015,76.382576
Tunisia,TUN,2016,76.71289
Tunisia,TUN,2017,76.03084
Tunisia,TUN,2018,75.33632
Tunisia,TUN,2019,74.62857
Tunisia,TUN,2020,73.90693
Tunisia,TUN,2021,74.10628
Tunisia,TUN,2022,74.30346
Turkmenistan,TKM,2000,66.66759
Turkmenistan,TKM,2001,67.85869
Turkmenistan,TKM,2002,69.06092
Turkmenistan,TKM,2003,70.27369
Turkmenistan,TKM,2004,71.496735
Turkmenistan,TKM,2005,73.17299
Turkmenistan,TKM,2006,74.86708
Turkmenistan,TKM,2007,76.57837
Turkmenistan,TKM,2008,78.305244
Turkmenistan,TKM,2009,80.04745
Turkmenistan,TKM,2010,81.80358
Turkmenistan,TKM,2011,83.57267
Turkmenistan,TKM,2012,85.35386
Turkmenistan,TKM,2013,87.14607
Turkmenistan,TKM,2014,88.94335
Turkmenistan,TKM,2015,90.74768
Turkmenistan,TKM,2016,92.284996
Turkmenistan,TKM,2017,93.680885
Turkmenistan,TKM,2018,94.79053
Turkmenistan,TKM,2019,94.81207
Turkmenistan,TKM,2020,94.834236
Turkmenistan,TKM,2021,94.857056
Turkmenistan,TKM,2022,94.88054
Turks and Caicos Islands,TCA,2016,47.22444
Turks and Caicos Islands,TCA,2017,47.197113
Turks and Caicos Islands,TCA,2018,47.17152
Turks and Caicos Islands,TCA,2019,47.147655
Turks and Caicos Islands,TCA,2020,47.125336
Turks and Caicos Islands,TCA,2021,47.104477
Turks and Caicos Islands,TCA,2022,47.085075
Tuvalu,TUV,2000,7.6698003
Tuvalu,TUV,2001,7.6926575
Tuvalu,TUV,2002,7.7155676
Tuvalu,TUV,2003,7.759011
Tuvalu,TUV,2004,7.813006
Tuvalu,TUV,2005,7.866956
Tuvalu,TUV,2006,7.9209642
Tuvalu,TUV,2007,7.974978
Tuvalu,TUV,2008,8.028998
Tuvalu,TUV,2009,8.08277
Tuvalu,TUV,2010,8.136395
Tuvalu,TUV,2011,8.189875
Tuvalu,TUV,2012,8.243206
Tuvalu,TUV,2013,8.296086
Tuvalu,TUV,2014,8.347595
Tuvalu,TUV,2015,8.397683
Tuvalu,TUV,2016,8.4463
Tuvalu,TUV,2017,8.49339
Tuvalu,TUV,2018,8.53906
Tuvalu,TUV,2019,8.583255
Tuvalu,TUV,2020,8.6259775
Tuvalu,TUV,2021,8.667276
Tuvalu,TUV,2022,8.707101
Uganda,UGA,2000,2.296263
Uganda,UGA,2001,2.7350252
Uganda,UGA,2002,3.2775626
Uganda,UGA,2003,3.8409495
Uganda,UGA,2004,4.4255567
Uganda,UGA,2005,5.030759
Uganda,UGA,2006,5.6577106
Uganda,UGA,2007,6.305953
Uganda,UGA,2008,6.976078
Uganda,UGA,2009,7.6677732
Uganda,UGA,2010,8.381659
Uganda,UGA,2011,9.117634
Uganda,UGA,2012,9.8761015
Uganda,UGA,2013,10.656369
Uganda,UGA,2014,11.45966
Uganda,UGA,2015,12.2855425
Uganda,UGA,2016,13.133509
Uganda,UGA,2017,14.00361
Uganda,UGA,2018,14.895238
Uganda,UGA,2019,15.809382
Uganda,UGA,2020,16.74508
Uganda,UGA,2021,17.702316
Uganda,UGA,2022,18.681423
Ukraine,UKR,2000,66.53978
Ukraine,UKR,2001,66.55705
Ukraine,UKR,2002,66.62774
Ukraine,UKR,2003,66.73623
Ukraine,UKR,2004,69.34845
Ukraine,UKR,2005,71.9575
Ukraine,UKR,2006,74.53521
Ukraine,UKR,2007,77.09165
Ukraine,UKR,2008,79.62727
Ukraine,UKR,2009,82.14158
Ukraine,UKR,2010,84.61851
Ukraine,UKR,2011,87.0901
Ukraine,UKR,2012,89.55655
Ukraine,UKR,2013,89.5572
Ukraine,UKR,2014,89.013596
Ukraine,UKR,2015,88.84098
Ukraine,UKR,2016,88.66827
Ukraine,UKR,2017,88.49545
Ukraine,UKR,2018,88.32258
Ukraine,UKR,2019,88.149864
Ukraine,UKR,2020,87.9775
Ukraine,UKR,2021,87.769394
Ukraine,UKR,2022,87.62073
United Kingdom,GBR,2000,100
United Kingdom,GBR,2001,100
United Kingdom,GBR,2002,100
United Kingdom,GBR,2003,100
United Kingdom,GBR,2004,100
United Kingdom,GBR,2005,100
United Kingdom,GBR,2006,99.99818
United Kingdom,GBR,2007,99.98605
United Kingdom,GBR,2008,99.97393
United Kingdom,GBR,2009,99.9618
United Kingdom,GBR,2010,99.94968
United Kingdom,GBR,2011,99.937546
United Kingdom,GBR,2012,99.92542
United Kingdom,GBR,2013,99.91329
United Kingdom,GBR,2014,99.90116
United Kingdom,GBR,2015,99.88904
United Kingdom,GBR,2016,99.87691
United Kingdom,GBR,2017,99.864784
United Kingdom,GBR,2018,99.85265
United Kingdom,GBR,2019,99.84053
United Kingdom,GBR,2020,99.82841
United Kingdom,GBR,2021,99.81628
United Kingdom,GBR,2022,99.804146
United States,USA,2005,95.35509
United States,USA,2006,95.364395
United States,USA,2007,95.37364
United States,USA,2008,95.382835
United States,USA,2009,95.391975
United States,USA,2010,95.55789
United States,USA,2011,95.72309
United States,USA,2012,95.88738
United States,USA,2013,96.050804
United States,USA,2014,96.213264
United States,USA,2015,96.37471
United States,USA,2016,96.535065
United States,USA,2017,96.69435
United States,USA,2018,96.85243
United States,USA,2019,97.00933
United States,USA,2020,97.164955
United States,USA,2021,97.3193
United States,USA,2022,97.46839
United States Virgin Islands,VIR,2000,97.58309
United States Virgin Islands,VIR,2001,97.6125
United States Virgin Islands,VIR,2002,97.641914
United States Virgin Islands,VIR,2003,97.671326
United States Virgin Islands,VIR,2004,97.70074
United States Virgin Islands,VIR,2005,97.73014
United States Virgin Islands,VIR,2006,97.75955
United States Virgin Islands,VIR,2007,97.78896
United States Virgin Islands,VIR,2008,97.818375
United States Virgin Islands,VIR,2009,97.847786
United States Virgin Islands,VIR,2010,97.8772
United States Virgin Islands,VIR,2011,97.90661
United States Virgin Islands,VIR,2012,97.93601
United States Virgin Islands,VIR,2013,97.93601
United States Virgin Islands,VIR,2014,97.936005
United States Virgin Islands,VIR,2015,97.936
United States Virgin Islands,VIR,2016,97.936
United States Virgin Islands,VIR,2017,97.936
United States Virgin Islands,VIR,2018,97.936
United States Virgin Islands,VIR,2019,97.936
United States Virgin Islands,VIR,2020,97.936
Upper-middle-income countries,,2000,69.02202
Upper-middle-income countries,,2001,69.26153
Upper-middle-income countries,,2002,70.20835
Upper-middle-income countries,,2003,70.88645
Upper-middle-income countries,,2004,71.548485
Upper-middle-income countries,,2005,72.19998
Upper-middle-income countries,,2006,72.84391
Upper-middle-income countries,,2007,73.47463
Upper-middle-income countries,,2008,74.075935
Upper-middle-income countries,,2009,74.65375
Upper-middle-income countries,,2010,75.21376
Upper-middle-income countries,,2011,75.74299
Upper-middle-income countries,,2012,76.24762
Upper-middle-income countries,,2013,76.78368
Upper-middle-income countries,,2014,77.306816
Upper-middle-income countries,,2015,77.816414
Upper-middle-income countries,,2016,78.30668
Upper-middle-income countries,,2017,78.78416
Upper-middle-income countries,,2018,79.22915
Upper-middle-income countries,,2019,79.64304
Upper-middle-income countries,,2020,80.01458
Upper-middle-income countries,,2021,80.352615
Upper-middle-income countries,,2022,80.620705
Uzbekistan,UZB,2000,53.767487
Uzbekistan,UZB,2001,55.114872
Uzbekistan,UZB,2002,56.45625
Uzbekistan,UZB,2003,57.790802
Uzbekistan,UZB,2004,59.117764
Uzbekistan,UZB,2005,60.436913
Uzbekistan,UZB,2006,61.74851
Uzbekistan,UZB,2007,63.051826
Uzbekistan,UZB,2008,64.34665
Uzbekistan,UZB,2009,65.632355
Uzbekistan,UZB,2010,66.90957
Uzbekistan,UZB,2011,68.066696
Uzbekistan,UZB,2012,69.11726
Uzbekistan,UZB,2013,70.178894
Uzbekistan,UZB,2014,71.251625
Uzbekistan,UZB,2015,72.33551
Uzbekistan,UZB,2016,73.430595
Uzbekistan,UZB,2017,74.53692
Uzbekistan,UZB,2018,75.66172
Uzbekistan,UZB,2019,76.77456
Uzbekistan,UZB,2020,77.788475
Uzbekistan,UZB,2021,78.8126
Uzbekistan,UZB,2022,79.8453
Vietnam,VNM,2000,45.639004
Vietnam,VNM,2001,46.203968
Vietnam,VNM,2002,46.769115
Vietnam,VNM,2003,47.3329
Vietnam,VNM,2004,47.896313
Vietnam,VNM,2005,48.458206
Vietnam,VNM,2006,49.019196
Vietnam,VNM,2007,49.579193
Vietnam,VNM,2008,50.137768
Vietnam,VNM,2009,50.69552
Vietnam,VNM,2010,51.256012
Vietnam,VNM,2011,51.81474
Vietnam,VNM,2012,52.37195
Vietnam,VNM,2013,52.92625
Vietnam,VNM,2014,53.478878
Vietnam,VNM,2015,54.029423
Vietnam,VNM,2016,54.577488
Vietnam,VNM,2017,55.121456
Vietnam,VNM,2018,55.66161
Vietnam,VNM,2019,56.197914
Vietnam,VNM,2020,56.73035
Vietnam,VNM,2021,57.257984
Vietnam,VNM,2022,57.78141
Wallis and Futuna,WLF,2000,69.1463
Wallis and Futuna,WLF,2001,69.1463
Wallis and Futuna,WLF,2002,69.13302
Wallis and Futuna,WLF,2003,69.11973
Wallis and Futuna,WLF,2004,69.106445
Wallis and Futuna,WLF,2005,69.093155
Wallis and Futuna,WLF,2006,69.07987
Wallis and Futuna,WLF,2007,69.06658
Wallis and Futuna,WLF,2008,69.0533
Wallis and Futuna,WLF,2009,69.040016
Wallis and Futuna,WLF,2010,69.026726
Wallis and Futuna,WLF,2011,69.01344
Wallis and Futuna,WLF,2012,69.00015
Wallis and Futuna,WLF,2013,68.98687
Wallis and Futuna,WLF,2014,68.97358
Wallis and Futuna,WLF,2015,68.9603
Wallis and Futuna,WLF,2016,68.94701
Wallis and Futuna,WLF,2017,68.93372
Wallis and Futuna,WLF,2018,68.92043
Wallis and Futuna,WLF,2019,68.90715
Wallis and Futuna,WLF,2020,68.89386
Wallis and Futuna,WLF,2021,68.88058
Wallis and Futuna,WLF,2022,68.88058
World,OWID_WRL,2000,60.81622
World,OWID_WRL,2001,61.130203
World,OWID_WRL,2002,61.798283
World,OWID_WRL,2003,62.363247
World,OWID_WRL,2004,62.965595
World,OWID_WRL,2005,63.655815
World,OWID_WRL,2006,63.95269
World,OWID_WRL,2007,64.634
World,OWID_WRL,2008,64.879715
World,OWID_WRL,2009,65.397385
World,OWID_WRL,2010,65.897514
World,OWID_WRL,2011,66.42658
World,OWID_WRL,2012,67.05405
World,OWID_WRL,2013,67.71787
World,OWID_WRL,2014,68.38146
World,OWID_WRL,2015,69.0584
World,OWID_WRL,2016,69.72374
World,OWID_WRL,2017,70.3804
World,OWID_WRL,2018,71.02424
World,OWID_WRL,2019,71.65622
World,OWID_WRL,2020,72.25363
World,OWID_WRL,2021,72.491714
World,OWID_WRL,2022,72.927155
Zimbabwe,ZWE,2000,29.193327
Zimbabwe,ZWE,2001,29.344763
Zimbabwe,ZWE,2002,29.475264
Zimbabwe,ZWE,2003,29.447128
Zimbabwe,ZWE,2004,29.389412
Zimbabwe,ZWE,2005,29.194473
Zimbabwe,ZWE,2006,28.99888
Zimbabwe,ZWE,2007,28.803019
Zimbabwe,ZWE,2008,28.606516
Zimbabwe,ZWE,2009,28.409765
Zimbabwe,ZWE,2010,28.212395
Zimbabwe,ZWE,2011,28.014801
Zimbabwe,ZWE,2012,27.816599
Zimbabwe,ZWE,2013,27.6182
Zimbabwe,ZWE,2014,27.43137
Zimbabwe,ZWE,2015,27.256817
Zimbabwe,ZWE,2016,27.094454
Zimbabwe,ZWE,2017,26.944588
Zimbabwe,ZWE,2018,26.807938
Zimbabwe,ZWE,2019,26.683977
Zimbabwe,ZWE,2020,26.573847
Zimbabwe,ZWE,2021,26.476995
Zimbabwe,ZWE,2022,26.516428
